CODEVALUE,ID,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DESCRIPTION_FI,SHORTNAME,HIERARCHYLEVEL,STARTDATE,ENDDATE
4226,c84da947-f269-4c17-aab5-be2c0339e2ef,VALID,Vastaanoton ja neuvonnan hoitajat,Receptions- och rådgivningspersonal,Receptionists (general),"Luokan yleiskuvaus: Neuvovat ja opastavat asiakkaita tai potilaita sairaaloiden, terveysasemien tai virastojen vastaanottopisteissä. Vastaavat tiedusteluihin ja pyyntöihin sekä järjestävät tapaamisia.

Tehtäviä:
- ottavat vastaan vierailijoita, asiakkaita, vieraita tai potilaita
- tekevät ajanvarauksia ym.
- sopivat tapaamisista asiakkaiden tai potilaiden kanssa
- hoitavat puhelimitse tulleita tietopyyntöjä tai hoitavat tapaamispyyntöjä
- ohjaavat asiakkaita tai potilaita oikeisiin paikkoihin tai oikeiden henkilöiden luo
- huolehtivat informaatiolehtisten, esitteiden ja lomakkeiden saatavilla olosta

Esimerkkejä:
- vastaanottoavustaja (sairaala ym.)
- terveyskeskusavustaja Tähän kuuluu:  Tähän ei kuulu: - toimistosihteeri (terveydenhoito) (3344)
- vastaanottovirkailija (hotelli) (4224)
- toimistovahtimestari (44122)
- vahtimestari (teatteri, ravintola) (9629)",,,2010-01-01,
4227,6ae6d303-90b3-471b-933c-841f83e49d13,VALID,Tutkimus- ja markkinatutkimushaastattelijat,Undersöknings- och marknadsundersökningsintervjuare,Survey and market research interviewers,"Luokan yleiskuvaus: Keräävät aineistoa eri aihealueiden markkina-, mielipide- ym. tutkimuksiin haastattelemalla ihmisiä tai keräämällä muuten tarvittavat tutkimustiedot.

Tehtäviä:
- ottavat yhteyttä haastateltaviin joko puhelimella tai henkilökohtaisesti ja selittävät haastattelun tarkoituksen
- haastattelevat ihmisiä ja tallentavat heidän vastauksensa tutkimus- ja markkinatutkimuskysymyksiin
- kirjaavat vastaukset paperille tai tallentavat vastaukset suoraan tietokoneelle
- keräävät tutkimuksen määrittelemän aineiston ohjeiden mukaisesti
- antavat palautetta tutkimuksen tekijöille aineiston validiteettiongelmista

Esimerkkejä:
- markkinatutkimushaastattelija
- tutkimushaastattelija
- tilastohaastattelija Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
4229,b91f0baa-7b86-4098-ab4d-cd0a0894cdd9,VALID,Muualla luokittelemattomat asiakaspalvelutyöntekijät,Övrig kundtjänstpersonal utan annan klassificering,Client information workers not elsewhere classified,"Luokan yleiskuvaus: Tähän kuuluvat ne asiakaspalvelutyöntekijät, joita ei voida luokitella muihin luokkiin 3-numerotasolla 422 Muut asiakaspalvelutyöntekijät. Esimerkiksi henkilöt, jotka ottavat vastaan hakemuksia, anomuksia yms. ja tarkastavat, että asiakirjat ja liitteet ovat kunnossa käsittelyä varten. Tähän luetaan myös hälytyskeskuspäivystäjät.

Tehtäviä:
- haastattelevat erilaisia etuuksia, korvauksia tms. tukea hakevia hakijoita saadakseen oleelliset tiedot heidän hakemukseensa
- käynnistävät toimenpiteet avustusten myöntämiseksi, muuttamiseksi tai lopettamiseksi
- tarkistavat saadun tiedon oikeudellisuuden
- antavat tietoa ja vastauksia kysymyksiin, jotka koskevat tukien ja korvausvaateiden menettelyä
- ohjaavat asiakkaan tarvittaessa toiseen organisaatioon
- ottavat vastaan hätäpuheluja ja selvittävät, kelle toimijalle asia kuuluu ja millaista apua tarvitaan

Esimerkkejä:
- hätäkeskuspäivystäjä
- aluehälytyskeskuksen hoitaja Tähän kuuluu: - 42291 Hälytyspäivystäjät
- 42299 Muut muualla luokittelemattomat asiakaspalvelutyöntekijät Tähän ei kuulu: - vastaanottoavustaja (sairaala ym.) (4226)
- työvoimaneuvoja (3333)
- eläkeneuvoja (3353)
- asiakasneuvoja (KELA) (3353)
- asiakasneuvoja (vakuutus) (3321)",,,2010-01-01,
42291,287cca39-74d5-4662-b83b-355b356cae84,VALID,Hälytyspäivystäjät,Nödcentraloperatörer,Emergency officers,"Luokan yleiskuvaus: Välittävät hälytyksiä ja hätäilmoituksia sairasautoille, palokunnille, poliiseille ja pelastuspalveluyksiköille. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
42299,68125bd6-f2d1-4da1-9899-99c119c6a916,VALID,Muut muualla luokittelemattomat asiakaspalvelutyöntekijät,Övrig kundtjänstpersonal utan annan klassificering,Other client information clerks not elsewhere classified,"Luokan yleiskuvaus: Asiakasapalvelutyöntekijät, joita ei voi luokitella muihin 4-numerotason 4229 Muualla luokittelemattomat asiakaspalvelutyöntekijät luokkiin. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
43,1f8dad59-966b-453c-923c-a629ede9f0f3,VALID,Laskennan ja varastoinnin toimistotyöntekijät,Kontorspersonal inom ekonomi- och lagerförvaltning,Numerical and material recording clerks,"Luokan yleiskuvaus: Hankkivat, laativat ja käsittelevät laskentatoimeen, kirjanpitoon, tilastoihin, rahoitukseen yms. liittyviä numeerisia aineistoja sekä huolehtivat liiketoimintaan liittyvien taloustoimien suorittamisesta. Kirjaavat tiedot valmistetuista, hankituista, varastoiduista ja toimitetuista tavaroista ja tarvittavista materiaaleista rekistereihin tuotantoajankohtien mukaan. Pitävät yllä tietoja matkustaja- ja rahtiliikenteestä ja koordinoivat aikatauluja. Suoriutuminen tämän 2-numerotason ammateissa edellyttää yleensä ISCOn taitotason kaksi valmiuksia.

Tehtäviin kuuluu yleensä: avustavat tehtävät laskentatoimen ja kirjanpidon tietojen käsittelyssä; tuotantoyksikön kustannuslaskenta; palkkalaskenta ja palkkojen maksatukseen liittyvät tehtävät; vakuutusmatemaattisten aineistojen hankinta ja käsittely; vakuutuslaitosten, pankkien ja vastaavien rahaliikenteeseen liittyvät toimistotehtävät; valmistettujen, varastoitujen, tilattujen ja toimitettujen tavaroiden kirjaaminen; vastaanotetun, varastoon toimitetun tai käyttöön otetun tuotantomateriaalin kirjaaminen; tuotannossa tarvittavien materiaalimäärien kirjaaminen tuotantoajankohtien mukaan sekä avustaminen tuotantoaikataulujen suunnittelussa ja seurannassa; matkustaja- ja rahtiliikenteen operationaalisten tietojen ylläpitäminen. Tähän kuuluu: - 431 Palkanlaskijat, vakuutuskäsittelijät ym.
- 432 Kuljetuksen ja varastoinnin toimistotyöntekijät Tähän ei kuulu: ",,,2010-01-01,
431,71215df1-c534-4d9e-b4f0-a1a9052847bf,VALID,"Palkanlaskijat, vakuutuskäsittelijät ym.","Löneräknare, försäkringshandläggare m.fl.",Numerical clerks,"Luokan yleiskuvaus: Hankkivat, laativat ja käsittelevät laskentatoimeen, kirjanpitoon, tilastoihin, rahoitukseen yms. liittyviä numeerisia aineistoja sekä huolehtivat liiketoimintaan liittyvien taloustoimien suorittamisesta.

Tehtäviin kuuluu yleensä: avustavat tehtävät laskentatoimen ja kirjanpidon tietojen käsittelyssä; tuotantoyksikön kustannuslaskenta; palkkalaskenta ja palkkojen maksatukseen liittyvät tehtävät; liiketoimintaan liittyvien taloustoimien suorittaminen; vakuutuslaitosten, pankkien ja vastaavien rahaliikenteeseen liittyvät toimistotehtävät. Tähän kuuluu: - 4311 Taloushallinnon toimistotyöntekijät
- 4312 Tilasto-, rahoitus- ja vakuutusalan toimistotyöntekijät
- 4313 Palkanlaskijat Tähän ei kuulu: ",,,2010-01-01,
4311,0f4fa413-dd25-42aa-842c-b230e4d2ccb3,VALID,Taloushallinnon toimistotyöntekijät,Kontorspersonal inom ekonomiförvaltning,Accounting and bookkeeping clerks,"Luokan yleiskuvaus: Laskevat, luokittelevat ja tallentavat numeerisia tietoja taloustietojen ylläpitämiseksi. Tekevät tavanomaisia laskutoimituksia, ilmoituksia ja tarkistustoimia kirjanpitoa varten.

Tehtäviä:
- numeroiden, ilmoitusten ja asiakirjojen tarkistaminen tietojen syötön oikeellisuuden, matemaattisen tarkkuuden ja koodien asianmukaisuuden varmistamiseksi
- tietokoneiden ja niihin asennettujen kirjanpito-ohjelmistojen käyttäminen tietojen taltioimiseksi, säilyttämiseksi ja analysoimiseksi
- numeerisen ja taloudellisen tiedon luokittelu, taltiointi ja yhteenveto taloudellisten tietojen kokoamiseksi
- laskujen, tiliotteiden ja muiden laskelmien tai selvitysten laskeminen, valmistelu ja lähettäminen
- tilasto-, talous-, kirjanpito- tai tilintarkastusraporttien ja -taulukoiden kokoaminen esim. kassakuitteihin, kuluihin, osto- ja myyntireskontraan sekä voittoihin ja tappioihin liittyvissä asioissa

Esimerkkejä:
- laskenta-assistentti
- kirjanpidon assistentti
- laskuttaja (taloushallinto)
- reskontranhoitaja Tähän kuuluu:  Tähän ei kuulu: - kirjanpitäjä (3313)
- tilintarkastajan apulainen (3313)",,,2010-01-01,
4312,a7b64b0a-3866-4090-94b2-143afa345c00,VALID,"Tilasto-, rahoitus- ja vakuutusalan toimistotyöntekijät","Kontorspersonal inom statistik-, finansierings- och försäkringssektorn","Statistical, finance and insurance clerks","Luokan yleiskuvaus: Hankkivat, kokoavat ja laskevat tilastollisia ja vakuutusmatemaattisia tietoja tai tekevät vakuutuslaitosten, pankkien ja muiden rahalaitosten transaktioihin liittyviä toimistotöitä.

Tehtäviä:
- vakuutussopimusten, peruutusten, korvaustapahtumien, sopimusmuutosten ja maksujen käsittely
- tavanomaisiin tai erityisiin tietolähteisiin perustuvien tilastollisten tai vakuutusmatemaattisten tietojen hankinta ja kokoaminen
- kokonaismäärien, keskiarvojen, prosenttien ja muiden yksityiskohtaisten tietojen laskeminen ja niiden esittäminen vaaditussa taulukkomuodossa
- talousasioita koskevien asiakirjojen laatiminen ja korkojen laskeminen vakuutusvälittäjien perimille maksuille ja maksettaville leimaveroille
- tietojen ylläpitäminen asiakkaiden tai työnantajan puolesta ostetuista tai myydyistä joukkovelkakirjoista, osakkeista ja muista arvopapereista

Esimerkkejä:
- vakuutuskäsittelijä
- korvauskäsittelijä (vakuutus)
- tilastosihteeri
- rahoitusassistentti Tähän kuuluu:  Tähän ei kuulu: - kirjanpitäjä (3313)
- tilastonlaatija (3314)
- kaupanvälittäjä (3324)
- pörssimeklari (3311)
- palvelumyyjä (vakuutus) (3321)",,,2010-01-01,
4313,cd63855d-eff2-483c-a2f8-7a37bc3850ad,VALID,Palkanlaskijat,Löneräknare,Payroll clerks,"Luokan yleiskuvaus: Kokoavat, tarkistavat ja käsittelevät palkkatietoja ja laskevat osaston, yrityksen tai muun yhteisön työntekijöiden palkka- ja etuusoikeuksia.

Tehtäviä:
- työntekijöiden työssäolo-, loma- ja ylityötietojen ylläpitäminen palkka- ja etuusoikeuksien laskemiseksi
- työntekijöiden ansiotulotietojen laatiminen ja tarkistaminen siten, että kyseisistä tiedoista käyvät ilmi brutto- ja nettopalkat sekä vähennykset, kuten verot, ammattiliittojen/työttömyyskassojen jäsenmaksut, palkasta tehtävät pidätykset sekä vakuutus- ja eläkemaksut
- työntekijä- ja etuusmaksujen valmisteleminen suoritettavaksi shekillä tai sähköisellä tilisiirrolla
- työaikatietojen, työkaavioiden, palkanlaskennan ja muiden tietojen tarkastelu palkanmaksussa mahdollisesti esiintyvien ristiriitojen havaitsemiseksi ja selvittämiseksi
- työssäolotietojen, työtuntitietojen ja palkkajärjestelyjen tarkistaminen ja tietojen syöttäminen

Esimerkkejä:
- palkanlaskija Tähän kuuluu:  Tähän ei kuulu: - laskenta-assistentti (4311)
- kirjanpitäjä (3313)",,,2010-01-01,
432,b7989292-025f-48e7-82ac-7b615f0491fe,VALID,Kuljetuksen ja varastoinnin toimistotyöntekijät,Kontorspersonal inom transport och lager,Material-recording and transport clerks,"Luokan yleiskuvaus: Ylläpitävät tietoja tuotetuista, ostetuista, varastoiduista ja lähetetyistä tavaroista sekä tiettyinä tuotantopäivinä tarvittavista materiaaleista tai ylläpitävät tietoja matkustaja- ja rahtiliikenteen toiminnasta ja koordinoivat liikenteen aikatauluja.

Tehtäviin kuuluu yleensä: valmistettujen, varastoitujen, tilattujen ja lähetettyjen tavaroiden sekä vastaanotettujen tuotantomateriaalien kirjaaminen, tiettyinä päivämäärinä tarvittavien tuotantomateriaalien määrälaskenta ja tuotantotoiminnan aikataulujen laadinnan ja tarkistamisen avustaminen, matkustaja- ja rahtiliikenteen aikatauluttamisen koordinointi ja liikenteen toimintaan liittyvät tehtävät. Tähän kuuluu: - 4321 Varastonhoitajat ym.
- 4322 Tuotannon valmistelijat
- 4323 Kuljetuksen toimistotyöntekijät Tähän ei kuulu: ",,,2010-01-01,
4321,b9b2b125-9424-4307-865a-cf359fc2afed,VALID,Varastonhoitajat ym.,Lagerförvaltare m.fl.,Stock clerks,"Luokan yleiskuvaus: Vastaavat varaston inventoinnista ja täydentämisestä, tulevien ja lähtevien tavaroiden ja materiaalien tallentamisesta tietojärjestelmään.

Tehtäviä:
- tavaroiden vastaanoton ja lähetyksen järjestäminen ja hallinta ja tietojen muistiin merkitseminen
- varastotietojen ylläpitäminen, varastotäydennysten tarpeen arviointi ja tilausten tekeminen
- työkalujen, varaosien tai muiden laitteiden vastaanottaminen, varastointi ja varastosta antaminen ja asiaankuuluvien tietojen ylläpitäminen
- vastaanotettujen, varastosta annettujen, valmistettujen tai lähetettyjen tavaroiden punnitseminen ja tietojen ylläpitäminen
- kalustoluettelojen ylläpitäminen

Esimerkkejä:
- varastonhoitaja
- työkaluvarastonhoitaja
- varastokirjanpitäjä
- keskusvarastonhoitaja Tähän kuuluu:  Tähän ei kuulu: - varastotyöntekijä (9333)",,,2010-01-01,
4322,bf171003-739a-410c-a42f-81bba1ff6e2a,VALID,Tuotannon valmistelijat,Produktionsassistenter,Production clerks,"Luokan yleiskuvaus: Arvioivat teollisen valmistuksen, rakentamisen tai muun tuotantotoiminnan toteuttamisessa tarvittavien materiaalien määrän suunnitelman mukaisina ajankohtina; laativat ja tarkastavat tuotantoaikatauluja.

Tehtäviä:
- tuotanto-ohjelmassa tarvittavien materiaalien määrä-, laatu- ja tyyppilaskenta
- tuotantovaatimusten aikataulujen laatiminen, materiaalien tarvittavan saatavuuden varmistaminen ja asianmukaisten tietojen kirjaaminen
- tuotantotoiminnan aikataulujen laatiminen tai laatimisen auttaminen asiakastilausten, tuotantokapasiteetin ja tuotannon suorituskyvyn mittaamisen perusteella
- varastojen tarkistaminen, toimitusten järjestely ja viivytysten tutkiminen
- osastojen välisen työprosessien ja materiaalivirran kirjaaminen ja koordinointi

Esimerkkejä:
- logistiikkasihteeri Tähän kuuluu:  Tähän ei kuulu: - varastonhoitaja (4321)
- varastovastaava (4321)",,,2010-01-01,
4323,a8412c1c-d284-47f4-ac24-80c81baf199d,VALID,Kuljetuksen toimistotyöntekijät,Kontorspersonal inom transport,Transport clerks,"Luokan yleiskuvaus: Koordinoivat raide-, tie- ja lentoteitse toteutettavan matkustaja- ja rahtiliikenteen ajoitusta ja pitävät kirjaa liikenteen toimintaan ja toimivuuteen liittyvistä asioista sekä valmistelevat raportteja johdolle.

Tehtäviä:
- matkustaja- ja rahtiliikenteen ajoituksen koordinointi ja liikenteen toimintaan ja toimivuuteen liittyvien tietojen muistiin merkitseminen
- junien reittiohjaus raideliikennejärjestelmän osuuden tai vyöhykkeen sisällä
- ratapihalla tapahtuvan rahdinkäsittelyn ohjaaminen ja hallinta
- tieliikenteen toiminnan koordinointi ja tähän liittyvien tietojen muistiin merkitseminen, kuten esimerkiksi ajoneuvojen ja kuljettajien kohdentaminen ja aikatauluttaminen, ajoneuvojen lastaus ja purku sekä kuljetettavien tavaroiden varastointi
- matkustajia ja rahtia koskevan lentoliikenteen toiminnan koordinointi ja tähän liittyvien tietojen muistiin merkitseminen, kuten esimerkiksi matkustaja- ja lastiluettelot
- raporttien laatiminen johdolle

Esimerkkejä:
- ajojärjestelijä (tieliikenne)
- huolintasihteeri
- liikenteenohjaaja
- kauko-ohjaaja (VR)
- lentoliikennevirkailija
- matkahuoltovirkailija Tähän kuuluu: - 43231 Raideliikenteenohjaajat, ajojärjestelijät ym.
- 43239 Muut kuljetuksen ja huolinnan toimistotyöntekijät Tähän ei kuulu: - lennonjohtaja (3154)
- huolitsija (3331)
- veturinkuljettaja (8311)",,,2010-01-01,
43231,824a5d7d-6324-4ace-ac61-6e5f32dc5996,VALID,"Raideliikenteen ohjaajat, ajojärjestelijät ym.","Spårtrafikledare, trafiksamordnare m.fl.","Rail traffic controllers, traffic co-ordinators, etc.","Luokan yleiskuvaus: Ohjaavat ratapihoilla vaihtotehtäviä, jotka sisältävät lähtevien junien kokoamista ja vaunujen siirtämistä raiteelta toiselle, ja hoitavat yhteydenpitoa eri asemien lipunmyyntipisteisiin, veturinkuljettajiin, tavaraliikenteen vaihtotyönjohtajiin ja ratatöitä tekeviin yksikköihin jne. Tiedottavat junaliikenteen poikkeustilanteista kuulutuksien ja asemien näyttötaulujen avulla. Vastaavat myös toiminnasta häiriötilanteissa, esim. järjestämällä korvaavia kuljetuksia. Suunnittelevat henkilö- ja tavaraliikenteen kuljetuksia yksittäisistä kuljetuksista aina kokonaisiin kuljetusjärjestelmiin.

Tähän luokkaan eivät kuulu ratapiha- ja järjestelytyöntekijät (8312), jotka kytkevät ja irrottavat vaunuja, tähystävät työnnettävien vaunujonojen päissä ja toimivat jarrumiehinä vaihtotöissä sekä huolehtivat junien kokoamisesta, vaunujen siirtämisestä raiteelta toiselle sekä saapuvien ja lähtevien junien tarkastamisesta jne. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
43239,572f6c93-aad2-41d3-afa8-e4e6f5b96f26,VALID,Muut kuljetuksen ja huolinnan toimistotyöntekijät,Övriga kontorstjänstemän inom transport och spedition,Other transport clerks,"Luokan yleiskuvaus: Tie- ja lentoteitse toteutettavan matkustaja- ja rahtiliikenteen toimisto- ja huolintatyön tehtäviä hoitavat. Suorittavat huolintaan (tuonti ja vienti asiakirjoineen) liittyviä tehtäviä. Pitävät yllä tietoja matkustaja- ja rahtiliikenteestä, koordinoivat aikatauluja, järjestelevät matkustaja- ja rahtiliikenteen kuljetuksia ja aikatauluja, kirjaavat kuljetuksiin liittyviä operationaalisia tietoja jne. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
44,55a4a655-1adf-4684-9e0b-b0a211e5f7ad,VALID,Muut toimisto- ja asiakaspalvelutyöntekijät,Annan kontors- och kundtjänstpersonal,Other clerical support workers,"Luokan yleiskuvaus: Lajittelevat ja jakavat postia, arkistoivat asiakirjoja, valmistelevat tietoa käsiteltäväksi, pitävät yllä henkilöstörekistereitä, tarkistavat aineiston yhtäpitävyyden alkuperämateriaalien kanssa ja suorittavat erilaisia erikoistuneita toimistotöitä. Suoriutuminen useimmissa tämän 2-numerotason ammateissa edellyttää ISCOn taitotason kaksi valmiuksia.

Tehtäviin kuuluu yleensä: tietojen tallentaminen; kirjaston kirjojen lainaksi antamiseen ja palauttamiseen liittyvät tehtävät; erilaisten asiakirjojen ja muiden tallenteiden luokitteleminen; henkilöstörekistereiden ylläpitäminen; yrityksen sisäisen ja ulkoa tulleen saapuneen postin lajittelu, kirjaaminen ja jakaminen; koodaaminen; vedosten korjaaminen; erilaisten toimistotyön tehtävien suorittaminen. Tähän kuuluu: - 441 Muut toimisto- ja asiakaspalvelutyöntekijät Tähän ei kuulu: ",,,2010-01-01,
441,de83b751-5dd8-422c-991f-8cb3dcfbfe93,VALID,Muut toimisto- ja asiakaspalvelutyöntekijät,Annan kontors- och kundtjänstpersonal,Other clerical support workers,"Luokan yleiskuvaus: Lajittelevat ja jakavat postia, arkistoivat asiakirjoja, valmistelevat tietoa käsiteltäväksi, pitävät yllä henkilöstörekistereitä, tarkistavat aineiston yhtäpitävyyden alkuperämateriaalien kanssa ja suorittavat erilaisia erikoistuneita toimistotöitä.

Tehtäviin kuuluu yleensä: kirjastoaineiston hankintoihin, lainaamisiin ja palautuksiin liittyvien tietojen tallentaminen; henkilöstötietojen ylläpitäminen; erilaisten asiakirjojen ja muiden tietojen luokitteleminen ja arkistoiminen; postitoimistoista ja yrityksen tai yhteisön sisältä tulevan postin lajittelu, kirjaaminen ja jakelu, tiedonhallinta, erilaisten toimistotöiden tekeminen. Tähän kuuluu: - 4411 Kirjastotyöntekijät
- 4412 Postinkantajat ja -lajittelijat
- 4413 Koodaajat, oikolukijat ym.
- 4414 Kirjurit ym.
- 4415 Arkistotyöntekijät
- 4416 Henkilöstöhallinnon avustavat toimistotyöntekijät
- 4419 Muut muualla luokittelemattomat toimisto- ja asiakaspalvelutyöntekijät Tähän ei kuulu: ",,,2010-01-01,
4411,811b9299-35ac-4a78-a271-70478031b105,VALID,Kirjastotyöntekijät,Bibliotekspersonal,Library clerks,"Luokan yleiskuvaus: Lainaavat ja vastaanottavat kirjaston aineistoa, lajittelevat ja hyllyttävät kirjoja sekä vastaavat käyttäjien kyselyihin kirjastosta ja sen toiminnasta.

Tehtäviä:
- kirjojen ja muun aineiston lainaaminen ja vastaanottaminen
- kirjojen ja muun aineiston hyllyttäminen
- kirjaston toimistotehtäviä: kuten tietojen kirjaus käsin ja elektronisesti, tekstinkäsittely
- kirjaston käyttäjien avustaminen kirjaston aineiston käytössä ja kaukolainojen teko
- kirjaston tietovarannon ylläpito kirjojen ja muiden julkaisujen hankintojen, lainausten ja palautusten osalta, lehtien tilaaminen

Esimerkkejä:
- kirjastotyöntekijä
- kirjastoavustaja
- tietopalvelunhoitaja (kirjasto) Tähän kuuluu:  Tähän ei kuulu: - informaatikko (2622)
- kirjastonhoitaja (2622)",,,2010-01-01,
4412,a20fd792-0988-4af3-b939-4f7b3ff5c1c8,VALID,Postinkantajat ja -lajittelijat,Brevbärare och postsorterare,Mail carriers and sorting clerks,"Luokan yleiskuvaus: Tekevät postitoimistojen tai yritysten ja yhteisöjen omiin postipalveluihin liittyvää lajittelua, kirjaamista, jakelua ja muita toimia.

Tehtäviä:
- postin käsittely postitoimistoissa tai yksityisissä jakeluyrityksissä
- postin lajittelu ja jakaminen kotitalouksiin ja yrityksiin
- jakelun vahvistustietojen toimittaminen asiakkaan pyynnöstä
- tulevan ja lähtevän kirjeenvaihdon lajittelu, kirjaaminen ja lähtevän postin lähettäminen eri toimipaikoissa

Esimerkkejä:
- postinkäsittelijä
- postinkantaja
- toimistovahtimestari
- virastomestari Tähän kuuluu: - 44121 Postinkantajat
- 44122 Toimistovahtimestarit Tähän ei kuulu: - sanomalehdenjakaja (9621)
- moottoripyörälähetti (8321)",,,2010-01-01,
44121,e5d88f23-6789-4e7c-8640-37c710635f92,VALID,Postinkantajat,Brevbärare,Mail carriers,"Luokan yleiskuvaus: Lajittelevat postia postitoimistoissa, jakavat ja kuljettavat kirjeitä, lehtiä, paketteja ym. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
44122,81af26d1-0c8a-4839-864c-d352f7f9c0f3,VALID,Toimistovahtimestarit,Kontorsvaktmästare,Porters,"Luokan yleiskuvaus: Hoitavat yritysten ja yhteisöjen omiin postipalveluihin liittyviä lajittelu-, kirjaamis-, jakelu- ja muita asiaankuuluvia tehtäviä. Toimivat neuvonta- ja vastaanottotehtävissä ym. Tähän kuuluu:  Tähän ei kuulu: ",,,2010-01-01,
4413,e33d6129-269a-4b1b-8950-d96e4a6528ef,VALID,"Koodaajat, oikolukijat ym.","Kodare, korrekturläsare m.fl.","Coding, proof-reading and related clerks","Luokan yleiskuvaus: Muuntavat tietoa koodeiksi, tarkistavat ja korjaavat oikovedoksia ja tekevät muita toimistotöitä.

Tehtäviä:
- tietojen muuntaminen koodeiksi ja luokitteleminen koodien mukaan tietojenkäsittelyä varten
- tekstien oikovedosten ja vastaavien painamista varten valmisteltujen aineistojen vertailu alkuperäisiin, virheiden korjaaminen ja tekstien painomerkintöjen tekeminen yleisten käytänteiden mukaisesti
- lomakkeiden lajitteleminen ja tunnistenumeroiden merkitseminen niihin
- lomakkeiden lajitteleminen arkistoitavaksi tai useita sivuja sisältävien kokonaisuuksien lajittelu
- osoitteiden kirjoittaminen kiertokirjeisiin ja kirjekuoriin

Esimerkkejä:
- korjauslukija
- oikolukija
- koodaaja (ei ohjelmoija) Tähän kuuluu:  Tähän ei kuulu: - osastosihteeri (3343)",,,2010-01-01,
4414,36d8ff2a-7fa1-4cce-a7f6-dbd83d88ab19,VALID,Kirjurit ym.,Skrivare m.fl.,Scribes and related workers,Luokan yleiskuvaus: Tämä luokka ei ole käytössä Suomessa. Tähän kuuluu:  Tähän ei kuulu: ,,,2010-01-01,
4415,e3f7d33d-6e98-4b71-b924-91cee4648524,VALID,Arkistotyöntekijät,Arkivanställda,Filing and copying clerks,"Luokan yleiskuvaus: Arkistoivat kirjeenvaihtoa, kortteja, laskuja, kuitteja ja muita asiakirjoja käytössä olevan arkistointijärjestelmän mukaisesti. Paikantavat ja poistavat aineistoa arkistosta pyydettäessä ja kopioivat, skannaavat tai faksaavat asiakirjoja.

Tehtäviä:
- aineistojen lajittelu tai luokittelu ohjeiden mukaan, esim. sisällön, tarkoituksen tai käyttäjän määrittämien perusteiden mukaan tai kronologisessa, aakkos- tai numerojärjestyksessä
- tietojen arkistointi sähköisesti tai paperilla
- aineistojen paikantaminen ja poistaminen arkistosta pyydettäessä
- tehtyjen aineistoarkistointien ja -poistojen kirjaaminen muistiin
- asiakirjojen kopiointi, skannaus tai faksaus

Esimerkkejä:
- arkistoija
- arkistovirkailija Tähän kuuluu:  Tähän ei kuulu: - kirjastovirkailija (4411)
- arkistonhoitaja (2621)",,,2010-01-01,
4416,c277cc7f-d3ea-4fc4-bed1-2b204691bb6b,VALID,Henkilöstöhallinnon avustavat toimistotyöntekijät,Assisterande kontorspersonal inom personalförvaltning,Personnel clerks,"Luokan yleiskuvaus: Ylläpitävät ja päivittävät henkilöstötietoja kuten tietoja siirroista ja ylennyksistä, suoritusarvioinneista, työntekijöiden lomista, palkoista, pätevyyksistä ja koulutuksista.

Tehtäviä:
- työhistoriaa, palkkoja, suoritusarviointeja, pätevyyksiä, koulutuksia ja loma-asioita koskevien tietojen päivittäminen
- työnantajan palvelukseen uusina työntekijöinä tulleiden henkilöiden tietojen rekisteröinti ja niiden riittävyyden tarkistaminen
- työsuhteeseen liittyviä oikeuksia ja olosuhteita koskevien tiedustelujen vastaanottaminen ja niihin vastaaminen
- työhakemusten, työpaikkailmoitusten ja näyttökoeilmoitusten lähettäminen
- kirjaus- ja rekisteröintijärjestelmien ylläpitäminen ja päivittäminen; henkilöstötoimintoihin liittyvien raporttien ja asiakirjojen kokoaminen ja valmisteleminen
- henkilöstötietojen ja -asiakirjojen arkistointi ja nouto pyydettäessä

Esimerkkejä:
- henkilöstöassistentti
- henkilöstösihteeri Tähän kuuluu:  Tähän ei kuulu: - palkanlaskija (4313)",,,2010-01-01,
