CODEVALUE,ID,STATUS,PREFLABEL_FI,PREFLABEL_SV,PREFLABEL_EN,DESCRIPTION_FI,DESCRIPTION_SV,SHORTNAME,HIERARCHYLEVEL,STARTDATE,ENDDATE
E21,88a033cd-daed-46e0-884e-de1ef57a3e4f,VALID,Käyttämätön maatalousmaa,Jordbruksmark som inte är i bruk,Unused agricultural land,"Käyttämätön maatalouden maa on pitkäaikaisella kesannointisopimuksella kesannoitu maa tai sellainen aiemmin maatalouskäytössä ollut maa, jonka käyttäminen maatalouteen on pysyvästi lopetettu ja jota ei käytetä muuhun tarkoitukseen (käytöstä poistunut maatalouden maa).

Pitkäaikainen kesanto on kesannointijärjestelmän piirissä olevaa peltomaata, joka on ollut tai tulee olemaan pois viljelyskierrosta yli 5 vuoden ajan. Alueen käyttö maataloustuotantoon on toistaiseksi lopetettu ja aluetta ei ole otettu muuhun käyttöön, eikä se ole metsittynyt tai vesottunut.

Käytöstä poistuneeksi maatalousmaaksi luetaan:

- viljelyskierrosta pysyvästi poistuneet, kesannointijärjestelmään kuulumattomat pellot, joita ei ole metsitetty, jotka eivät ole luontaisesti metsittyneet tai vesottuneet ja joita ei ole otettu muuhun käyttöön

- luonnonniityt ja -laitumet sekä hakamaat, joiden käyttö laidunmaana tai muu maatalouskäyttö on pysyvästi lopetettu, joita ei ole metsitetty, jotka eivät ole luontaisesti metsittyneet tai vesottuneet ja joita ei ole otettu muuhun käyttöön

- alueet jotka esimerkiksi märkyytensä takia on jätetty pysyvästi viljelemättä.

Pysyvästi viljelyskierron ulkopuolelle jäänyt pelto, luonnonniitty, -laidun ja hakamaa luetaan muuhun maankäyttöluokkaan (kuin E21.) jos:

- alue on rakennettu tai otettu muuhun käyttöön

- alue on istutettu tai kylvetty metsälle tai se on metsittynyt

- alue on vesottunut

Metsittymisellä tarkoitetaan kehityskelpoisen taimikon luontaista syntymistä alueelle. Vesottumisella tarkoitetaan sellaisen vähäarvoisen ja kehityskelvottoman lehtipuuston syntymistä alueelle, joka estää kehityskelpoisen metsän syntymisen luontaisesti tai viljellen ilman raivaustoimenpiteitä.

Tähän eivät kuulu:

Vesottuneet tai metsittyneet entiset pellot (kuuluvat luokkaan F. Metsätalouden maat).","Jordbruksmark som inte är i bruk är mark som omfattas av långvarigt trädesavtal eller sådan mark som tidigare varit i jordbruksanvändning och vars användning för jordbruksproduktion upphört helt utan att området tagits i annat bruk (jordbruksmark som tagits ur bruk).

Områden i långvarig träda är marker som omfattas av trädessystem och som varit eller kommer att vara utanför växtföljdsplanen i minst 5 år. Användningen av området för jordbruksproduktion har upphört tills vidare och området har inte tagits i annat bruk och det har inte blivit skog- eller slybevuxet.

Till jordbruksmark som inte är i bruk räknas:

- åkrar som utgått ur växtföljdsplanen för gott och som inte hör till trädessystemet, som inte har beskogats, som inte har blivit skog- eller slybevuxna på naturlig väg och som inte tagits i annat bruk

- naturängar och -betesmarker samt beteshagar som tagits ur bruk för gott som betesmark eller annan jordbruksmark och som inte beskogats, som inte blivit skog- eller slybevuxna på naturlig väg och som inte tagits i annat bruk

- områden som t.ex. på grund av att de är våta har lämnats utanför odlingsverksamheten för gott.

Åker, naturäng, -betesmark och beteshage som lämnats utanför växtföljdsplanen för gott förs till en annan markanvändningsklass (än E21.) om:

- området är bebyggt eller har tagits i annat bruk

- området har planterats eller såtts för skog eller har blivit skogbevuxet

- området har blivit slybevuxet

Att marken blir skogbevuxen avser att utvecklingsduglig plantskog uppstår på naturlig väg på området. Att marken blir slybevuxen avser att det uppstår lövträdsbestånd som är av ringa värde och inte är utvecklingsdugligt och som förhindrar att utvecklingsduglig skog uppstår på naturlig väg eller genom odling utan röjningsåtgärder.

Till klassen hör inte:

Sly- eller skogbevuxna före detta åkrar (de hör till klassen F. Skogsbruksmarker).",,,2000-05-01,
E22,78ee12fe-7694-424b-88a7-b14e5619a64d,VALID,Maatalouden rakennettu maa,Bebyggd jordbruksmark,Agricultural built-up land,"Maatalouden rakennetuksi maaksi luetaan maatilojen talouskeskusten alueet sekä muu maatalouden rakennettu maa.

Maatilojen talouskeskukset ovat rakennettuja alueita, joilla sijaitsee asuin-, talous- ja maatalouden tuotantorakennuksia tai muuta maatalouden rakennettua maata kiinteästi toistensa yhteydessä.

Muuhun maatalouden rakennettuun maahan kuuluu mm. alueet, joilla sijaitsee maatalouden tuotantotiloiksi tarkoitettuja rakennuksia, maatalouden varastorakennuksia tai -alueita tai jotka on muutoin erikseen rakennettu ja tarkoitettu maatalouskäyttöön:

- navetat, sikalat, turkistarhat ja muut eläinsuojat

- puimalat, viljan- ja heinänkuivaamot ja vastaavat

- konehallit, polttopuu-/hake- ja muut varastorakennukset

- kasvintuotanto muissa kuin kasvihuoneissa (esimerkiksi sienimöt)

Myös rapujen, etanoiden, simpukoiden, sienien tms. kasvattaminen katetuissa sisätiloissa (muualla kuin tekoaltaissa tai luonnonvesissä) luetaan kuuluvaksi maatalouden rakennettuun maahan.

Maatalouden rakennetuksi maaksi luetaan myös alueet, jotka on rakennettu toimimaan maatilan talouskeskuksena vaikka maataloustuotanto olisi tilapäisesti tai pysyvästi lopetettu ja aluetta ei ole otettu muuhun käyttöön.","Som bebyggd jordbruksmark betraktas gårdsbruksenheters driftscentrum och övrig bebyggd jordbruksmark.

Gårdsbruksenheters driftscentrum är bebyggda områden, där bostads-, ekonomi- och produktionsbyggnader eller annan bebyggd jordbruksmark utgör en fast enhet.

Övrig bebyggd jordbruksmark är bl.a. områden med byggnader som är avsedda att vara produktionsutrymmen inom jordbruket, lagerbyggnader eller -områden eller byggnader som annars har byggts och avsetts enkom för jordbruksanvändning:

- ladugårdar, svinhus, pälsgårdar och andra djurskydd

- tröskhus, spannmåls- och hötorkar och motsvarande

- maskinhallar, ved-/flismagasin och andra lagerbyggnader

- växtproduktion i andra byggnader än växthus (t.ex. svampodlingsanläggningar)

Också uppfödning av kräftor, sniglar och musslor samt svampodling e.d. i täckta inomhusutrymmen (andra än konstgjorda bassänger eller naturliga vatten) förs till klassen bebyggd jordbruksmark.

Områden som är byggda för att fungera som gårdsbruksenheters driftscentrum, även om jordbruksproduktionen lagts ned tillfälligt eller för gott om området inte tagits i annat bruk.",,,2000-05-01,
F,9bb27543-8030-4b69-8d8c-f447c9a73078,VALID,Metsätalouden maat,Skogsbruksmarker,Forestry land,,,,,2000-05-01,
F1,1a7e824d-6a10-44ce-b10c-1bb8fdd6a108,VALID,Talousmetsät,Ekonomiskogar,Commercial forests,,,,,2000-05-01,
F11,32e7c228-83cf-4412-9477-b4a5a8d0880b,VALID,Metsämaa,Skogsmark,Forest land,"Metsämaa on puun tuottamiseen käytettävää tai käytettävissä olevaa maata, jolla puuston keskimääräinen vuotuinen kasvu suotuisimpien kasvuolojen vallitessa ja ohjekiertoaikaa käytettäessä on vähintään 1,00 m3/ha kuorineen. Metsämaaksi luetaan myös aiemmin muuhun maankäyttöluokkaan kuin metsätalousmaahan kuulunut alue, jolle on metsänviljelyllä aikaansaatu elinkelpoinen taimikko.

Tähän kuuluvat:

Puustoiset metsäalueet, sekä tilapäisesti puuttomat tai vähäpuustoiset alueet (uudistusalat, taimikot, tuhoalueet ja vastaavat), joilla edellä mainittu tuottovaatimus täyttyy ja jotka eivät kuulu muuhun maankäyttöluokkaan. Pinta-alaltaan vähäiset tai tilapäiset raakapuun varastoalueet tms. metsätalouden tukitoimintoalueet luetaan metsämaaksi mikäli niiden potentiaalinen tuotto vastaa määritelmässä mainittua.

Metsälle istutetut tai metsittyneet entiset maatalousmaat sekä ne entiset maatalousmaat, joilla vesottuminen estää niiden luontaisen metsittymisen tai viljellen toteutettavan metsittämisen.

Muut alueet, jotka eivät kuulu muuhun maankäyttöluokkaan ja joissa em. tuottovaatimus täyttyy.

Tähän eivät kuulu:

Metsien ympäröimät tiealueet, metsätiet (kuuluvat luokkaan C11. Tieliikennealueet).

Metsäpuiden taimitarhat ja siemenviljelmät (kuuluvat luokkaan E13. Puutarhaviljelmät).

Lievästi vesottuneet, käytöstä pois jääneet pellot (kuuluvat luokkaan E21. Käyttämätön maatalousmaa).","Skogsmark är mark som används eller kan användas för virkesproduktion. Trädbeståndets årliga medeltillväxt under de gynnsammaste tillväxtförhållanden och med den omloppstid som rekommenderas för skogstypen i fråga är minst 1,00 m³/ha/år med bark. Som skogsmark betraktas också områden som tidigare hört till någon annan markanvändningsklass än skogsbruksmark, om där genom skogsodling åstadkommits en livsduglig plantskog.

Till klassen hör:

Skogsområden med trädbestånd samt områden som tillfälligt är trädfria eller glest trädbevuxna (förnyelseytor, plantskogar, ödelagda områden och motsvarande). En förutsättning är att det ovannämnda avkastningskravet uppfylls och att området inte hör till någon annan markanvändningsklass. Till ytan små eller tillfälliga lagerområden för råvirke e.d. stödfunktionsområden inom skogsbruket räknas till skogsmark om den potentiella avkastningen motsvarar den som nämns i definitionen.

Tidigare jordbruksmarker där skog planterats eller som blivit skogbevuxna samt tidigare jordbruksmarker som blivit slybevuxna, vilket förhindrar att de blir skogbevuxna på naturlig väg eller genom odling.

Övriga områden som inte hör till någon annan markanvändningsklass och där det ovannämnda avkastningskravet uppfylls.

Till klassen hör inte:

Vägområden som omgärdas av skog, skogsvägar (hör till klassen C11. Vägtrafikområden).

Plantskolor för skogsträd och fröodlingar (hör till klassen E13. Trädgårdsodlingar).

Lindrigt slybevuxna åkrar som tagits ur bruk (hör till klassen E21. Jordbruksmark som inte är i bruk).",,,2000-05-01,
F12,e2cadeb7-02b8-4014-a5ba-0a0b2b666927,VALID,Kitumaa,Tvinmark,Forest land of low productivity,"Kitumaa on puun tuottamiseen käytettävää tai käytettävissä olevaa maata, jolla puuston keskimääräinen vuotuinen kasvu suotuisimpien kasvuolojen vallitessa ja ohjekiertoaikaa käytettäessä on 0,10-0,99 m³/ha kuorineen.

Tähän kuuluvat:

Puustoiset metsäalueet, sekä tilapäisesti puuttomat tai vähäpuustoiset alueet (uudistusalat, taimikot, tuhoalueet ja vastaavat), jotka ovat puun tuottamiseen käytettävää tai käytettävissä olevaa maata, joilla edellä mainittu tuottovaatimus täyttyy, mutta ei ylity ja jotka eivät kuulu muuhun maankäyttöluokkaan. Pinta-alaltaan vähäiset, tilapäiset puutavaran varastoalueet tms. metsätalouden tukitoimintoalueet luetaan kitumaaksi mikäli niiden potentiaalinen tuotto vastaa määritelmässä mainittua.

Metsien monikäyttö- ja suojelualueet: virkistys- ja ulkoilualueet, erityyppiset suojelu- ja käyttörajoitusalueet: luonnonsuojelualueet, maanomistajan omalla päätöksellä metsätalouden ulkopuolelle jätetyt alueet jne., joissa em. tuottovaatimus täyttyy.

Kitumaa on heikkotuottoista maata, jonka metsätaloudellinen merkitys on melko vähäinen.

Tähän eivät kuulu:

Metsien ympäröimät tiealueet, metsätiet (kuuluvat luokkaan C11. Tieliikennealueet).

Metsäpuiden taimitarhat ja siemenviljelmät (kuuluvat luokkaan E13. Puutarhaviljelmät).","Tvinmark är mark som används eller kan användas för virkesproduktion. Trädbeståndets årliga medeltillväxt under de gynnsammaste tillväxtförhållandena och med den omloppstid som rekommenderas för skogstypen i fråga är minst 0,10-0,99 m³/ha/år med bark.

Till klassen hör:

Skogsområden med trädbestånd samt områden som tillfälligt är trädfria eller glest trädbevuxna (förnyelseytor, plantskogar, ödelagda områden och motsvarande), som används eller kan användas för produktion. En förutsättning är att det ovannämnda avkastningskravet uppfylls, men inte överskrids och att området inte hör till någon annan markanvändningsklass. Till ytan små eller tillfälliga lagerområden för råvirke e.d. stödfunktionsområden inom skogsbruket räknas till tvinmark om den potentiella avkastningen motsvarar den som nämns i definitionen.

Mångbruks- och skyddsområden i skogar: rekreations- och strövområden, olika typer av skyddsområden och områden där användningen begränsats: naturskyddsområden, områden som med markägarens eget beslut lämnats utanför skogsbruket osv., där det ovannämnda avkastningskravet uppfylls.

Tvinmark är mark med låg avkastning och rätt liten skogsekonomisk betydelse.

Till klassen hör inte:

Vägområden som omgärdas av skogar, skogsvägar (hör till klassen C11. Vägtrafikområden).

Plantskolor för skogsträd och fröodling (hör till klassen E13. Trädgårdsodlingar).",,,2000-05-01,
F2,c231d5d7-bb09-428f-a42e-f27d35dd7bd6,VALID,Erityismetsät,Specialskogar,Special forests,"Erityismetsä on metsätalouskäytössä oleva alue, jonka käytön pääasiallisena tarkoituksena on metsänviljelymateriaalin tuottaminen ja/tai siihen liittyvä tutkimus taikka muu metsätaloutta tukeva tutkimus-, koe- tai havaintotoiminta.

Erityismetsänä pidetään myös metsätalouskäytössä olevaa aluetta, jossa maaston korkeudesta johtuvien luonnonolosuhteiden tai muiden erityisten syiden takia noudatetaan normaalista poikkeavia metsänhoitomenetelmiä, ellei alue kuulu muuhun alueidenkäyttöluokkaan.

Erityismetsiä ovat mm.:

- metsänviljelyksen koeviljelykset ja - näytealat sekä jalostusmetsät

- siemenviljelyalueet

- standardimetsiköt

- geenireservimetsät

- tutkimussopimus- ja havaintometsät

- suojametsä- ja lakialueet pl. niiden hakkuiden ulkopuolelle jätetyt alueet

- arboretumit (puulajipuistot).

Tähän eivät kuulu:

Virkistys- ja ulkoilumetsät (kuuluvat luokkaan A34. Virkistys- ja ulkoilualueet).

Monikäyttömetsät, joiden ensisijainen käyttötapa on metsätalouden harjoittaminen (kuuluvat luokkaan F1. Talousmetsät).

Joulupuuviljelmät (kuuluvat luokkaan F. Metsätalouden maat).

Luonnonsuojelulain mukaiset suojellut luontotyypit sekä metsälaissa määritellyt erityisen tärkeät elinympäristöt (kuuluvat luokkaan I1. Suojelualueet).

Suojellut metsät (kuuluvat luokkaan I1. Suojelualueet).

Suojametsä- ja lakialueiden hakkuiden ulkopuolelle jätetyt alueet (kuuluvat luokkaan I1. Suojelualueet).","En specialskog är ett område i skogsbruk, där det huvudsakliga användningssyftet är att producera skogsodlingsmaterial och/eller forskning i anslutning till detta eller annan forskning, test- eller observationsverksamhet som stöder skogsbruket.

Som specialskog betraktas också ett område med skogsbruk där naturomständigheter som har sin orsak i terränghöjden eller där andra särskilda skäl gör att man tillämpar skogsvårdsmetoder som avviker från det normala. En förutsättning är att området inte hör till någon annan markanvändningsklass.

Specialskogar är bl.a.

- försöksodlingar och provytor samt förädlingsskogar

- fröodlingsområden

- standardskogsdungar

- genreservskogar

- forskningsavtals- och observationsskogar

- skyddskogsområden och bergskrön exkl. de områden som lämnats ovanför avverkningsområdena

- arboretum (träslagsparker).

Till klassen hör inte:

Rekreations- och strövområdesskogar (hör till klassen A34. Rekreations- och strövområden).

Mångbruksskogar där det primära användningssyftet är skogsbruk (hör till klassen F1. Ekonomiskogar).

Julgransodlingar (hör till klassen F. Skogsbruksmarker).

Naturtyper som skyddats enligt naturvårdslagen och speciellt viktiga livsmiljöer, som definieras i skogslagen (hör till klassen I1. Skyddsområden).

Skyddade skogar (hör till klassen I1. Skyddsområden).

Områden i skyddsskogar och bergskrön som lämnats utanför avverkningsområdena (hör till klassen I1. Skyddsområden).",,,2000-05-01,
G,3e390323-3a32-46e3-856f-3a3173746492,VALID,Muut maat,Övriga marker,Other land,,,,,2000-05-01,
G1,974c0d61-2076-4768-8c4c-e8f84494ea15,VALID,Jättömaa,Impediment,Wasteland,"Jättömaa on metsätalouden ja muun tuotantotoiminnan ulkopuolelle (toistaiseksi) jätettyä, pääosin luonnontilaista ja rakentamatonta maata, jolla puuston keskimääräinen vuotuinen kasvu suotuisimpien kasvuolojen vallitessa ja ohjekiertoaikaa käytettäessä on alle 0,10 m3/ha kuorineen.

Tähän kuuluvat:

Luontaisesti heikkokasvuiset, rakentamattomat alueet, jotka eivät ole muussa käytössä: avokalliot, avolouhikot, paljakka-alueet, avosuot, umpeenkasvaneet vesialueet, jne.

Ojitetut avosuot kuuluvat jättömaihin ellei niiden puuntuotantokyky vastaa vähintään kitumaata.

Tähän eivät kuulu:

Maisemoidut alueet, esimerkiksi entiset kaatopaikat, joiden tuottokyky vastaa vähintään kitumaata (luokitellaan nykyisen maankäytön mukaan, esimerkiksi luokkaan F11.Metsämaa).","Impediment är mark som (tills vidare) lämnats utanför skogsbruket och annan produktionsverksamhet och som huvudsakligen är i naturligt tillstånd och obebyggd. Under de gynnsammaste tillväxtförhållandena och med den omloppstid som rekommenderas för skogstypen i fråga är den årliga medeltillväxten minst 0,10 m³/ha/år med bark.

Till klassen hör:

Obebyggda områden som inte är i annan användning och där växtligheten av naturen är klen: berg i dagen, dagbrott, kalfjällsområden, öppna kärr, igenvuxna vattenområden o.d. 

Dikade öppna kärr förs till impediment om trädavkastningskapaciteten inte åtminstone motsvarar tvinmarkens.

Till klassen hör inte:

Områden som formats för att smälta in i landskapet, t.ex. före detta avstjälpningsplatser med en avkastningsförmåga som åtminstone motsvarar tvinmark (klassificeras enligt den nuvarande markanvändningen, t.ex. F11. Skogsmarker).",,,2000-05-01,
G2,c286e130-ba49-4bd2-9f68-7103b4ea36c5,VALID,Muu maa,Övriga marker,Other land,"Muu maa on maa-alue, joka ei kuulu aiemmin määriteltyihin maankäyttöluokkiin.

Tähän kuuluvat:

Ei-luonnontilainen maa: alueet, joiden käyttö on pysyvästi lopetettu, joita ei voi käyttää aiempaan käyttötarkoitukseensa, joita ei ole otettu muuhun käyttöön ja joita ei voida pitää metsätalouden maana:

- entiset kaivokset, entiset maa-ainesten ottoalueet, hylätyt rakennetut alueet jne. muu toistaiseksi käyttöä vailla oleva maa

- rakenteilla olevat laajat ja pitkäaikaiset työmaa-alueet esimerkiksi monivuotiset moottoriteiden rakennustyömaat

- saastuneet maa-alueet tms., joita alueella vallitsevien (muiden kuin luonnon-) olosuhteiden takia ei voida käyttää.

Muu aiemmin luokittelematon maankäyttö.

Tähän eivät kuulu:

Maisemoidut alueet, esimerkiksi entiset kaatopaikat, joiden tuottokyky vastaa vähintään kitumaata (luokitellaan nykyisen maankäytön mukaan tai kuuluvat luokkaan F. Metsätalouden maat).","Övriga marker är markområden, som inte hör till någon av de ovan definierade markanvändningsklasserna.

Till klassen hör:

Mark som inte är i naturligt tillstånd: områden vars användning upphört för gott och som inte kan användas för det tidigare användningsändamålet, som inte har tagits i annat bruk och som inte kan betraktas som skogsbruksmark:

- före detta gruvor, före detta täktområden, övergivna bebyggda områden o.d. mark som tills vidare saknar användning

- omfattande och långvariga byggarbetsplatsområden, t.ex. fleråriga motorvägsbyggen

- förorenade markområden e.d. som inte kan användas på grund av de rådande andra än naturliga omständigheterna på området.

Annan markanvändning som inte klassificerats ovan.

Till klassen hör inte:

Områden som formats för att smälta in i landskapet, t.ex. före detta avstjälpningsplaster där avkastningsförmågan åtminstone motsvarar tvinmark (klassificeras enligt den nuvarande markanvändningen eller hör till F. Skogsbruksmarker).",,,2000-05-01,
H,35cedaf9-bb83-4790-853c-a0ac475a3f2d,VALID,Vesialueet,Vattenområden,Water areas,,,,,2000-05-01,
H1,1698298d-b5f7-42fb-bb7e-5afff2eef674,VALID,Sisävesialueet,Insjövattenområden,Inland water areas,"Sisävesialue ovat luonnon veden kierron osana oleva, jatkuvasti makean veden peittämiä alue luonnollisine ja keinotekoisine osineen. Sisävesialueena ei pidetä Vesilain (264/1961) 2 §:ssä mainittuja alueita.

Sisävesiin kuuluvat (vesialueena pidettävät) vaka- ja virtavedet (järvet, lammet ja joet) sekä muut erikseen rakennetut tai keinotekoisesti veden pintaa nostamalla syntyneet vesialueet kuten tekoaltaat, kanavat ja vastaavat.

Tähän eivät kuulu:
Vähäiset lammikot: pienet kalankasvatusaltaat, eläinten juottopaikat tms., joita ei voi pitää vesialueena (luokitellaan ympäröivän maankäytön mukaan).

Ojat, purot tms., ei-vesialueeksi katsottavat (luokitellaan ympäröivän maankäytön mukaan).","Insjövatten är områden som är en del av vattenkretsloppet i naturen. De är kontinuerligt sötvattentäckta områden, som består av naturliga och konstgjorda delar. Områden som nämns i 2 § vattenlagen (264/1961) betraktas inte som insjövatten.

Till insjövatten förs stillastående och rinnande vatten som betraktas som vattenområden (sjöar, dammar och floder) samt övriga byggda vattenområden eller vattenområden som uppkommit på konstgjord väg genom att vattenytan höjts. Exempel på sådana är konstgjorda bassänger, kanaler och motsvarande.

Till klassen hör inte:

Små dammar: små fiskodlingsdammar, dricksplatser för djur e.d. som inte kan betraktas som vattenområden (klassificeras enligt den omgivande markanvändningen).

Diken, bäckar e.d. som inte kan betraktas som vattenområden (klassificeras enligt den omgivande markanvändningen).",,,2000-05-01,
H2,4dd450ea-ea5f-40c7-beff-dfcd92e1dea6,VALID,Merialueet,Havsområden,Sea areas,"Merialue on Itämeren vesistöalueeseen kuuluva, suolaisen veden tai murtoveden (suolainen/makea vesi) pysyvästi peittämä alue.

Tähän kuuluvat:

Suomen valtakunnan alueeseen aluemeren ulkorajaan asti kuuluva merialue. Jokisuistot luetaan merialueeksi siltä osin kuin suolainen vesi voi niissä sekoittua mereen laskevaan makeaan veteen.

Tähän eivät kuulu:

Merenlahdista padotut makean veden altaat (kuuluvat luokkaan H1. Sisävesialueet).","Ett havsområde är ett område som hör till Östersjöns vattensystem och som kontinuerligt täcks av saltvatten eller bräckt vatten (salt/sött vatten).

Till klassen hör:

Ett havsområde som hör till Finlands nationella territorium ända till territorialhavets bortre gräns. Deltaområden räknas till havsområden till den del salt vatten där kan blandas med det sötvatten som rinner ut i havet.

Till klassen hör inte:

Sötvattendammar som dämts upp ur havsvikar (hör till klassen H1. Insjövattenområden).",,,2000-05-01,
I,532ac6dd-28b0-430f-a01a-d8156ce19792,VALID,Erityiskäyttöalueet,Områden för specialanvändning,Special use areas,,,,,2000-05-01,
I1,4ac0a515-9a6f-408c-abc3-b63ea5aa9b1e,VALID,Suojelualueet,Skyddsområden,Protected areas,"Suojelualue on laissa, asetuksessa tai valtioneuvoston, ministeriön, lääninhallituksen tai muun viranomaisen päätöksessä määrätty alue, jolla on suojeltuja luontokohteita.

Suojelualueena pidetään myös vahvistettuihin suojeluohjelmiin tai vastaaviin sisältyviä alueita, jotka toteutetaan Luonnonsuojelulain perusteella. Suojelualueiksi katsotaan lisäksi eräät muut alueet, jotka on pysyvästi ja kokonaan jätetty hakkuiden ulkopuolelle tai joissa vain varovaiset hakkuut ovat mahdollisia.

Suojelualueena pidetään myös aluetta, jolla on Muinaismuistolain (295/1963) nojalla suojeltuja Suomen aikaisemmasta asutuksesta ja historiasta kertovia rakennelmia tai niiden jäännöksiä.

Suojelualue voi olla maa- tai vesialuetta.

Tähän kuuluvat:

Suojelualueita ovat suojellut luonnonalueet sekä rauhoitetut alueet. Metsien osalta suojelualueeksi luetaan suojelupinta-alaprojektin raportissa """"Metsien suojelupinta-alat"""" (Suomen ympäristö nro 300) luokkiin 1(""""Tiukasti suojellut metsät"""") sekä 2a (""""Suojelualueet, joilla varovaiset hakkuut mahdollisia"""") luokitetut alueet.

Luokkaan 1(""""Tiukasti suojellut metsät"""") kuuluvat lakisääteiset suojelualueet (kansallis- ja luonnonpuistot, suojeluohjelmiin kuuluvat valtion omistamat alueet, valtiolle luonnonsuojelutarkoituksiin hankitut alueet, yksityismaiden lakisääteiset luonnonsuojelualueet) sekä Metsähallituksen ja Metsäntutkimuslaitoksen päätöksillään suojelemat alueet tai niiden osat (mm. aarnialueet). Natura2000 -ohjelmaan kuuluvista luonnonsuojelulain perusteella suojeltavista alueista mukaan luetaan valtion maille sijoittuvat kohteet. Luokkaan sisältyy lisäksi kansallis- ja luonnonpuistojen kehittämisohjelmaan kuuluva Koitelaisen alue.

Luokkaan 2a (""""Suojelualueet, joilla varovaiset hakkuut mahdollisia"""") sisältyvät suojeluohjelmiin kuuluvat muut alueet, joita ei ole vielä hankittu valtiolle, erämaa-alueiden luonnonmukaisesti hoidettavat alueet; kunnan, yhteisön tai yrityksen suojelutarkoituksessa metsätalouskäytön ulkopuolelle pysyvästi jättämät alueet (muut kuin virkistyskäyttöalueet) sekä seutukaavojen suojeluun varatut alueet valtion mailla. Lisäksi luokkaan 2a kuuluvat Metsälaissa määritetyt erityisen tärkeät elinympäristöt ja Luonnonsuojelulain perusteella suojellut luontotyypit sekä hakkuiden ulkopuolelle jätetyt alueet suojametsä- ja lakimetsäalueilla.

Suojelualueita ovat lisäksi Muinaismuistolain nojalla rauhoitetut kiinteät muinaisjäännökset mikäli niitä voidaan pitää aluemaisina kohteina (ei pistemäiset yksittäiskohteet). Tällaisia ovat esimerkiksi pakanuuden aikaiset hauta- ja kalmistoalueet, muinaiset asuinpaikat, linnat, linnoitukset, vallit ja vallihaudat sekä muut muinaisten rakennusten ja rakennelmien jäännökset ja muut lain nojalla rauhoitetut muinaisjäännösalueet.

Tähän eivät kuulu:

Suojellut yksittäiskohteet esimerkiksi suojeltu puu, kivi, patsas tms. pinta-alaltaan vähäinen alue (luokitellaan ympäröivään maankäyttöön).

Rajoitetun metsätalouskäytön alueet (kuuluvat luokkaan A34. Virkistys- ja ulkoilualueet tai F1. Talousmetsät).

Metsähallituksen ojitusrauhoitusalueet ja luonnonhoitometsät (kuuluvat luokkaan F. Metsätalouden maat tai G. Muut maat).","Ett skyddsområde är ett område där det enligt lag, förordning eller statsråds-, ministerie- eller länsstyrelsebeslut eller annan myndighets beslut finns skyddade naturobjekt.

Som skyddsområden betraktas också områden som ingår i stadfästa skyddsprogram eller motsvarande och som förverkligas på grundval av naturvårdslagen. Till skyddsområden förs ytterligare vissa andra områden som för gott och i sin helhet har lämnats utanför avverkning eller där bara försiktig avverkning är möjlig.

Som skyddsområden betraktas också områden där det finns konstruktioner eller rester av konstruktioner som berättar om den tidigare bosättningen i Finland och om Finlands historia och som är skyddade med stöd av lagen om fornminnen (295/1963).

Skyddsområden kan vara mark- eller vattenområden.

Till klassen hör:

Skyddsområden är skyddade naturområden och fredade områden. Till skyddsområden bland skogar räknas de områden som i skyddsarealprojektets rapport om skyddad skogsareal (""""Metsien suojelupinta-alat"""", som ingår i serien Finlands miljö, nr 300) förts till klasserna 1 """"Strikt skyddade skogar """" och 2a """"Skyddsområden där försiktig avverkning kan göras """".

Till klass 1 """"Strikt skyddade skogar"""" hör lagstadgade skyddsområden (national- och naturparker, statsägda områden som omfattas av skyddsprogram, områden som staten anskaffat för naturskyddsändamål, lagstadgade naturskyddsområden på privata marker) samt områden eller delar av områden som skyddats med beslut av Forststyrelsen och Skogsforskningsinstitutet (bl.a. urskogsområden). Av de områden inom Natura 2000-programmet som skyddas enligt naturvårdslagen beaktas bara de områden som ligger på statens marker. Till klassen förs dessutom Koitelainenområdet, som hör till programmet för utveckling av national- och naturparker.

Till klass 2 """"Skyddsområden där försiktig avverkning kan göras"""" hör övriga områden som omfattas av skyddsprogram, men som staten inte ännu anskaffat, ödemarksområden som skall skötas naturenligt; områden som kommun, sammanslutning eller företag i skyddssyfte lämnat utanför skogsekonomianvändning för gott (andra än områden i rekreationsbruk) samt områden på statens mark som i regionplan reserverats för skydd. Till klass 2 hör ytterligare särskilt viktiga livsmiljöer som definieras i skogslagen och naturtyper som skyddats på grundval av naturvårdslagen samt områden i skyddsskogsområden och på bergstoppar som lämnats utanför avverkning.

Skyddsområden är ytterligare fasta fornlämningar som fredats med stöd av lagen om fornminnen förutsatt att de kan betraktas som områden (inte punktlika enskilda objekt). Fasta fornlämningar av det här slaget är t.ex. grav- och gravfältsområden från hedningatiden, forntida boplatser, slott, befästningar, vallar och vallgravar samt övriga lämningar av forntida byggnader och konstruktioner och övriga fornlämningsområden som fredats med stöd av lag.

Till klassen hör inte:

Enstaka skyddade objekt, t.ex. skyddade träd, stenar, statyer e.d. områden med liten yta (klassificeras enligt den omgivande markanvändningen).

Områden där skogsbruksanvändningen är begränsad (hör till klassen A34. Rekreations- och strövområden eller F1. Ekonomiskogar).

Forststyrelsens dikningsfredade områden (hör till klassen F. Skogsbruksmarker eller G. Övriga marker).",,,2000-05-01,
